joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
0.019504,0.051368,0.028571,0.068484,0.045596,0.028275,0.198913,-0.106051,-0.039450,0.076773,-0.002315,-0.093311,-0.046396,-0.313682,-0.122657,0.181146,-0.219546,0.067954,-0.043460,-0.432302,0.465278,1.406033,1.269193,-0.015122,0.147728,-0.091355,-0.069781,0.003740,-0.020297
0.017674,0.048160,0.028636,0.067274,0.046719,0.030530,0.192254,-0.104221,-0.039686,0.076760,0.001035,-0.079335,-0.036364,-0.314781,-0.123611,0.186154,-0.219084,0.067102,-0.042544,-0.415688,0.459219,1.431303,1.294584,-0.016158,0.139247,-0.087867,-0.069409,-0.006041,-0.015442
0.016481,0.044735,0.028537,0.066044,0.047186,0.032477,0.186201,-0.101899,-0.039626,0.075973,0.005163,-0.065692,-0.026307,-0.315037,-0.123665,0.192976,-0.220079,0.067284,-0.041030,-0.398689,0.452239,1.450953,1.314549,-0.018277,0.132905,-0.085965,-0.070136,-0.013091,-0.011726
0.016855,0.042344,0.027644,0.065197,0.046731,0.033435,0.184907,-0.101412,-0.039854,0.074459,0.009103,-0.055037,-0.017336,-0.314145,-0.126615,0.199594,-0.222090,0.065815,-0.040656,-0.386538,0.447361,1.468005,1.327055,-0.020494,0.132290,-0.080140,-0.068962,-0.015602,-0.013232
0.017218,0.040244,0.027118,0.064214,0.046172,0.034005,0.183601,-0.101400,-0.039867,0.073114,0.012927,-0.044455,-0.008835,-0.312979,-0.129390,0.206011,-0.224319,0.064549,-0.040628,-0.374633,0.441939,1.482930,1.338693,-0.023330,0.131600,-0.074896,-0.067535,-0.018149,-0.013713
0.017559,0.038726,0.027326,0.062956,0.045408,0.033797,0.182270,-0.102338,-0.039451,0.072104,0.016520,-0.034019,-0.001275,-0.311265,-0.131817,0.212027,-0.226983,0.063688,-0.041289,-0.363217,0.435432,1.493599,1.348595,-0.027402,0.130760,-0.070813,-0.065602,-0.020769,-0.012143
0.018103,0.036900,0.028139,0.061774,0.044949,0.033221,0.181274,-0.102146,-0.039498,0.071167,0.020280,-0.024483,0.005370,-0.308725,-0.134588,0.217598,-0.230053,0.062673,-0.040611,-0.352418,0.429818,1.501071,1.356488,-0.033075,0.128760,-0.067149,-0.063181,-0.017537,-0.011674
0.018747,0.034920,0.029254,0.060631,0.044642,0.032461,0.180446,-0.101391,-0.039777,0.070267,0.024124,-0.015398,0.011557,-0.305773,-0.137533,0.222947,-0.233325,0.061580,-0.039263,-0.341928,0.424651,1.506943,1.363376,-0.039548,0.126179,-0.063696,-0.060516,-0.011379,-0.011756
0.018815,0.033197,0.029719,0.059652,0.042938,0.031809,0.182776,-0.104128,-0.040484,0.069362,0.026824,-0.009089,0.015789,-0.303232,-0.140794,0.227433,-0.236619,0.061876,-0.037363,-0.332042,0.419366,1.511122,1.368596,-0.044433,0.126112,-0.062638,-0.058983,-0.003075,-0.008357
0.019103,0.032004,0.030075,0.058761,0.041539,0.031306,0.184837,-0.105974,-0.041149,0.068287,0.028808,-0.003646,0.019616,-0.301046,-0.143499,0.231749,-0.239676,0.061978,-0.035462,-0.322176,0.413571,1.514661,1.373591,-0.049719,0.126716,-0.061779,-0.057662,0.004149,-0.006293
0.019830,0.031870,0.030210,0.058048,0.040749,0.031101,0.186356,-0.106039,-0.041728,0.066875,0.029362,0.000067,0.022631,-0.299567,-0.145089,0.235725,-0.242260,0.061695,-0.033558,-0.312352,0.406755,1.516922,1.378137,-0.055807,0.128661,-0.061319,-0.056762,0.009216,-0.006894
0.019735,0.030985,0.031307,0.057342,0.039795,0.029790,0.184609,-0.104297,-0.044462,0.066464,0.030071,0.003506,0.026110,-0.297722,-0.150267,0.240803,-0.247340,0.059635,-0.030888,-0.300159,0.400052,1.517815,1.376605,-0.065855,0.131067,-0.061152,-0.056339,0.015875,-0.008178
0.019229,0.029725,0.032884,0.056641,0.038760,0.027926,0.181230,-0.101652,-0.048274,0.066554,0.030858,0.006808,0.029821,-0.295692,-0.157240,0.246433,-0.253668,0.056686,-0.027835,-0.286782,0.393405,1.518024,1.372035,-0.077882,0.133704,-0.061133,-0.056154,0.023330,-0.009805
0.021679,0.031663,0.030960,0.055904,0.038476,0.029060,0.187240,-0.107605,-0.045976,0.065642,0.031615,0.004455,0.028381,-0.296568,-0.153861,0.245709,-0.251567,0.058881,-0.028084,-0.286432,0.389699,1.517301,1.376266,-0.072898,0.133394,-0.058789,-0.054325,0.018554,-0.012070
