joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,joint_9_vel,joint_10_vel,joint_11_vel,joint_12_vel,joint_13_vel,joint_14_vel,joint_15_vel,joint_16_vel,joint_17_vel,joint_18_vel,joint_19_vel,joint_20_vel,joint_21_vel,joint_22_vel,joint_23_vel,joint_24_vel,joint_25_vel,joint_26_vel,joint_27_vel,joint_28_vel
-0.285821,-0.084560,0.122747,-0.210066,0.046179,0.133477,-0.979553,-0.540824,-0.088173,0.104087,-0.104419,2.230523,1.713194,0.065174,0.249273,-0.593918,1.113726,0.128183,-0.199563,-0.962430,-0.008280,5.386000,5.527693,1.036705,-0.870633,1.027003,0.734043,-1.546524,0.825434
-0.326539,-0.407585,0.123339,-0.069887,0.031763,0.163424,-0.472830,-0.286106,-0.312574,0.200785,0.227547,1.898758,1.125993,-0.101774,0.295220,-0.524229,1.229520,0.136226,-0.259654,-1.058920,0.319358,6.168164,6.869773,2.200806,-0.981351,1.545543,1.401553,-1.793456,1.443214
-0.294578,-0.290168,0.116684,0.042797,0.084520,0.122483,-0.174966,0.041329,-0.337224,0.373757,0.121868,1.285606,0.245505,0.013385,0.263918,-1.055540,1.413791,-0.085478,-0.365093,-1.255530,0.768145,7.748383,8.468749,2.778202,-2.156042,1.434364,1.344581,-1.397914,0.682349
-0.278598,-0.231459,0.113356,0.099139,0.110899,0.102012,-0.026034,0.205047,-0.349549,0.460243,0.069028,0.979030,-0.194739,0.070964,0.248267,-1.321195,1.505927,-0.196330,-0.417812,-1.353835,0.992539,8.538492,9.268237,3.066900,-2.743388,1.378774,1.316095,-1.200143,0.301917
-0.440618,-0.338471,0.294492,-0.017197,0.111551,0.056176,-0.121481,0.557975,-0.250099,0.413821,-0.010511,0.466860,-0.322439,0.205703,0.413562,-1.835766,1.389969,-0.315678,-0.342596,-0.935993,1.703708,9.503002,9.562490,1.784329,-3.202770,0.557061,1.106421,-1.244857,1.424628
-0.347507,-0.320247,0.210021,-0.024007,0.105153,0.059144,-0.274320,0.471967,-0.199064,0.277086,0.053268,0.424114,-0.248233,0.160546,0.241871,-1.730275,1.385269,-0.284202,-0.236390,-0.664054,1.543653,8.923876,8.750424,1.754004,-3.278771,0.568092,1.093384,-1.422723,1.846960
-0.161284,-0.283798,0.041078,-0.037628,0.092357,0.065079,-0.579998,0.299951,-0.096994,0.003615,0.180824,0.338621,-0.099822,0.070232,-0.101513,-1.519294,1.375870,-0.221251,-0.023979,-0.120178,1.223544,7.765625,7.126291,1.693353,-3.430772,0.590154,1.067310,-1.778456,2.691622
-0.119375,-0.186916,0.089967,-0.016236,0.106812,0.087352,-0.399246,0.150619,-0.106297,0.002117,0.100216,0.405911,0.156032,0.060960,-0.055930,-1.032717,1.043142,-0.205721,0.112970,0.403626,0.710854,5.529814,5.094468,0.787284,-2.177173,0.537250,0.758995,-1.167751,1.723278
-0.098421,-0.138475,0.114411,-0.005541,0.114039,0.098489,-0.308869,0.075953,-0.110948,0.001369,0.059912,0.439555,0.283959,0.056325,-0.033139,-0.789429,0.876777,-0.197957,0.181445,0.665528,0.454509,4.411908,4.078556,0.334250,-1.550373,0.510797,0.604837,-0.862398,1.239107
-0.141075,-0.133857,0.102866,-0.056926,0.073886,0.130721,-0.237046,-0.056981,-0.066322,-0.021706,-0.003972,0.647771,0.573306,0.014850,0.015785,-0.245546,0.429052,-0.075539,0.060117,0.717079,-0.020549,2.294630,2.266048,0.052290,-0.568069,0.196900,0.198435,-0.697644,0.781471
-0.145768,-0.135443,0.075089,-0.057416,0.089791,0.135018,-0.289183,-0.023833,-0.057954,0.011103,0.027207,0.675881,0.548567,-0.036487,-0.035360,-0.140660,0.342243,-0.098990,0.035375,0.742124,-0.084004,2.138265,2.114713,0.053664,-0.591361,0.242237,0.175081,-0.719110,0.639814
-0.155154,-0.138615,0.019536,-0.058396,0.121602,0.143612,-0.393459,0.042463,-0.041218,0.076721,0.089564,0.732101,0.499088,-0.139160,-0.137649,0.069114,0.168626,-0.145891,-0.014108,0.792215,-0.210914,1.825536,1.812043,0.056414,-0.637946,0.332910,0.128373,-0.762041,0.356500
-0.091485,-0.160378,0.003219,-0.060493,0.056115,0.112770,-0.332934,0.091537,-0.011763,-0.000657,0.167470,0.698820,0.501603,-0.054927,-0.047689,0.250423,0.023062,-0.042587,0.045792,0.830705,-0.302973,1.263500,1.269531,-0.051811,-0.424056,0.174383,0.018582,-0.489031,0.242728
-0.059650,-0.171259,-0.004939,-0.061542,0.023372,0.097349,-0.302671,0.116074,0.002964,-0.039346,0.206423,0.682179,0.502860,-0.012811,-0.002709,0.341077,-0.049720,0.009066,0.075743,0.849949,-0.349003,0.982482,0.998275,-0.105923,-0.317111,0.095119,-0.036314,-0.352526,0.185842
0.018680,-0.119536,-0.044641,-0.042315,-0.022776,0.047908,-0.064697,0.024341,-0.011387,-0.075680,0.197002,0.532727,0.448543,0.044578,-0.147477,0.330912,-0.100552,-0.073441,0.018656,0.607545,-0.243913,0.852617,0.625294,-0.110861,-0.030740,0.291207,0.058687,-0.125514,-0.075336
0.018143,-0.104997,-0.026300,-0.049176,-0.027916,0.028471,-0.065303,0.000600,-0.000652,-0.067277,0.191205,0.529093,0.425034,0.058299,-0.138764,0.320874,-0.111447,-0.063303,0.001416,0.595297,-0.271062,0.746233,0.581893,-0.141776,-0.034492,0.262202,0.071345,-0.127354,-0.024049
0.017070,-0.075919,0.010382,-0.062900,-0.038197,-0.010402,-0.066516,-0.046881,0.020819,-0.050471,0.179612,0.521824,0.378015,0.085739,-0.121337,0.300797,-0.133239,-0.043027,-0.033063,0.570799,-0.325359,0.533466,0.495089,-0.203607,-0.041996,0.204192,0.096662,-0.131034,0.078525
0.027177,-0.091305,0.040652,-0.059083,-0.022968,-0.028794,-0.049792,0.009568,-0.002355,-0.046841,0.188001,0.476768,0.332236,0.126985,-0.138586,0.278548,-0.153482,-0.050774,0.033914,0.539927,-0.280704,0.373573,0.394653,-0.283641,-0.100035,0.183170,0.121052,0.161605,0.023450
0.032231,-0.098999,0.055787,-0.057174,-0.015354,-0.037990,-0.041431,0.037793,-0.013943,-0.045026,0.192195,0.454240,0.309347,0.147607,-0.147210,0.267424,-0.163604,-0.054647,0.067403,0.524491,-0.258377,0.293627,0.344435,-0.323658,-0.129054,0.172659,0.133247,0.307924,-0.004088
0.003386,-0.086129,0.023248,-0.048941,-0.085190,-0.032593,0.116532,-0.136867,-0.035395,-0.045267,0.134995,0.315453,0.211617,0.127022,-0.163077,0.224310,-0.164692,0.014776,0.095004,0.494311,-0.264219,0.208923,0.260983,-0.244243,-0.003339,0.052921,0.076626,0.415180,0.169903
0.014376,-0.059661,0.017761,-0.044522,-0.069964,-0.025147,0.103006,-0.092316,-0.033240,-0.053719,0.099229,0.272188,0.191326,0.109324,-0.135218,0.215809,-0.152863,0.005134,0.095062,0.493282,-0.289750,0.176965,0.249749,-0.264300,0.030192,0.042947,0.066080,0.361231,0.103249
0.036355,-0.006727,0.006788,-0.035684,-0.039511,-0.010255,0.075953,-0.003215,-0.028930,-0.070624,0.027697,0.185657,0.150742,0.073926,-0.079501,0.198805,-0.129206,-0.014151,0.095178,0.491222,-0.340812,0.113050,0.227283,-0.304414,0.097254,0.022999,0.044989,0.253333,-0.030060
-0.004751,-0.044243,0.054831,-0.035265,-0.047672,-0.065561,-0.087329,0.087080,-0.136716,-0.020545,0.035463,0.171942,0.173945,0.092289,-0.258934,0.253918,-0.253998,-0.103015,0.133494,0.609640,-0.335160,0.044640,-0.076584,-0.502386,0.120315,0.008309,0.021155,0.332944,-0.064239
-0.025304,-0.063001,0.078853,-0.035055,-0.051753,-0.093215,-0.168971,0.132227,-0.190610,0.004494,0.039345,0.165084,0.185547,0.101470,-0.348650,0.281475,-0.316395,-0.147447,0.152653,0.668849,-0.332334,0.010436,-0.228517,-0.601372,0.131846,0.000963,0.009238,0.372749,-0.081329
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.122498,-0.096936,0.096177,0.036885,0.014211,-0.056719,-0.300503,0.297646,-0.114929,0.045573,-0.037849,0.117673,0.071983,0.043768,-0.168981,0.036205,-0.105045,-0.109760,0.012438,-0.017502,0.185318,0.036136,-0.211560,-0.249226,0.015485,-0.117208,-0.091457,0.238808,0.113239
