joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
0.203974,0.014450,0.048077,0.157348,-0.095817,0.017451,0.006471,-0.386369,0.215635,0.384091,0.341317,0.182757,-1.038222,-0.321716,-0.424210,0.311482,-0.816818,0.117254,-0.146988,-0.266101,0.574777,1.350752,0.728611,-0.023601,0.175621,0.038536,-0.027755,0.004351,-0.345737
0.203118,0.012415,0.044718,0.152563,-0.097132,0.016110,0.017195,-0.378165,0.216388,0.379548,0.340955,0.174856,-0.971454,-0.336897,-0.422919,0.296030,-0.799654,0.119526,-0.152440,-0.247088,0.556136,1.354886,0.660118,-0.035580,0.211636,0.038976,-0.039235,-0.001661,-0.317181
0.201168,0.008860,0.041431,0.147683,-0.097668,0.014372,0.027680,-0.367375,0.216232,0.376025,0.341221,0.166872,-0.901524,-0.352780,-0.422043,0.280346,-0.778970,0.122683,-0.158076,-0.229778,0.537160,1.359110,0.594018,-0.047559,0.251089,0.039682,-0.050079,-0.008257,-0.285526
0.198015,0.007791,0.041723,0.142124,-0.099296,0.012731,0.032410,-0.363382,0.214544,0.375982,0.341546,0.157034,-0.831211,-0.369687,-0.420227,0.269434,-0.748865,0.123550,-0.163505,-0.220054,0.523087,1.362862,0.552098,-0.055607,0.272404,0.038498,-0.054101,-0.014392,-0.257139
0.194259,0.006571,0.043229,0.136634,-0.100521,0.010503,0.038416,-0.357976,0.212268,0.375955,0.342350,0.145448,-0.758854,-0.387263,-0.417928,0.258389,-0.716530,0.124126,-0.169303,-0.211596,0.513984,1.367604,0.513947,-0.060590,0.289653,0.038103,-0.054315,-0.020205,-0.217901
0.189301,0.005048,0.047163,0.131280,-0.100943,0.007101,0.046972,-0.349745,0.208815,0.375961,0.344113,0.130365,-0.682409,-0.406174,-0.414661,0.247076,-0.679735,0.124118,-0.175838,-0.205669,0.514818,1.374328,0.483334,-0.059445,0.298768,0.039288,-0.046911,-0.025376,-0.156964
0.186682,0.005616,0.050326,0.125804,-0.100765,0.005077,0.054302,-0.338188,0.205087,0.372438,0.342448,0.117050,-0.612324,-0.422424,-0.409912,0.237572,-0.640192,0.122452,-0.179233,-0.206705,0.517977,1.378541,0.483765,-0.056779,0.279152,0.038346,-0.032950,-0.029625,-0.105802
0.185233,0.007228,0.053104,0.120268,-0.100287,0.003744,0.061017,-0.324968,0.201221,0.367150,0.339067,0.104618,-0.545420,-0.437344,-0.404423,0.228972,-0.599275,0.119958,-0.181059,-0.211222,0.522298,1.381500,0.499718,-0.053353,0.245170,0.036340,-0.015710,-0.033413,-0.059528
0.183281,0.009648,0.054795,0.117296,-0.098441,0.005984,0.069007,-0.317236,0.194981,0.361543,0.335016,0.087450,-0.483621,-0.447102,-0.396750,0.222214,-0.558279,0.114886,-0.181080,-0.218813,0.531802,1.387747,0.545822,-0.056154,0.196359,0.034289,-0.004046,-0.035456,-0.024410
0.180325,0.011261,0.055555,0.114692,-0.096433,0.008844,0.077621,-0.308492,0.188311,0.355825,0.331803,0.068508,-0.422900,-0.456728,-0.388936,0.214833,-0.514613,0.109082,-0.179644,-0.228728,0.542863,1.393453,0.598698,-0.056612,0.152398,0.029672,0.003725,-0.037167,0.008242
0.175360,0.011260,0.054454,0.112822,-0.094100,0.012943,0.087480,-0.297725,0.180777,0.349882,0.330269,0.046019,-0.364333,-0.466089,-0.380841,0.206208,-0.465608,0.101815,-0.175292,-0.243295,0.557036,1.398075,0.665118,-0.052385,0.118136,0.019924,0.003708,-0.038214,0.035959
0.170982,0.009811,0.050292,0.111256,-0.091830,0.016298,0.095737,-0.286454,0.172288,0.345282,0.329418,0.025495,-0.313359,-0.475179,-0.374516,0.200207,-0.421108,0.095479,-0.168788,-0.257951,0.564553,1.402915,0.744216,-0.052019,0.090556,0.009087,0.000735,-0.041383,0.049186
0.166897,0.007637,0.044599,0.109841,-0.089591,0.019281,0.103192,-0.274931,0.163320,0.341352,0.328908,0.005956,-0.266183,-0.484134,-0.369075,0.195517,-0.378859,0.089608,-0.161207,-0.272652,0.568744,1.407863,0.829653,-0.053585,0.066316,-0.002293,-0.003718,-0.045611,0.055166
0.170205,0.005947,0.035315,0.107509,-0.089300,0.022181,0.103865,-0.270707,0.156476,0.334040,0.333068,-0.017118,-0.224827,-0.493026,-0.365503,0.193418,-0.342049,0.084735,-0.152836,-0.286862,0.564755,1.406948,0.920928,-0.051401,0.038620,-0.007350,-0.003272,-0.043028,0.064907
0.173837,0.001217,0.023670,0.103878,-0.087996,0.024324,0.105367,-0.259598,0.149285,0.323040,0.340757,-0.041524,-0.183507,-0.500673,-0.361014,0.193314,-0.308127,0.079931,-0.142367,-0.300698,0.554498,1.406159,1.015446,-0.044784,0.016221,-0.010986,-0.001573,-0.046313,0.076812
0.178117,-0.009593,0.007303,0.097648,-0.084668,0.024952,0.108528,-0.234716,0.141400,0.304666,0.355501,-0.068594,-0.142262,-0.505833,-0.354691,0.197202,-0.279978,0.075266,-0.127700,-0.313783,0.531704,1.405623,1.116452,-0.029302,0.004415,-0.011779,0.002634,-0.061334,0.093045
0.182133,-0.018569,-0.005806,0.093443,-0.084627,0.023156,0.113761,-0.214797,0.136346,0.291340,0.368136,-0.091052,-0.105125,-0.510487,-0.353747,0.204346,-0.264487,0.071147,-0.120075,-0.320361,0.513017,1.406009,1.180219,-0.018980,-0.005444,-0.013282,0.004770,-0.061226,0.101528
0.186018,-0.026628,-0.017287,0.090250,-0.086232,0.020149,0.120031,-0.197360,0.132708,0.280537,0.379715,-0.111203,-0.070042,-0.514887,-0.355493,0.213118,-0.255323,0.067301,-0.115969,-0.323685,0.496384,1.406855,1.225366,-0.011238,-0.014331,-0.015141,0.005869,-0.053553,0.106135
0.191040,-0.032995,-0.025919,0.087826,-0.088439,0.017490,0.131572,-0.185183,0.132567,0.272678,0.387940,-0.133086,-0.036512,-0.519423,-0.357700,0.227480,-0.252527,0.063875,-0.113324,-0.320657,0.480145,1.411884,1.254860,-0.013061,-0.016187,-0.015783,0.005118,-0.045449,0.113855
0.196144,-0.039652,-0.034666,0.085233,-0.090730,0.014694,0.144115,-0.172535,0.133054,0.265314,0.395050,-0.154960,-0.004559,-0.523167,-0.358729,0.242877,-0.251368,0.060734,-0.111030,-0.317455,0.464614,1.417617,1.279816,-0.015154,-0.016288,-0.016417,0.004324,-0.034758,0.119858
0.201415,-0.046890,-0.043643,0.082303,-0.093186,0.011625,0.158661,-0.158945,0.134797,0.258940,0.399929,-0.176818,0.024238,-0.525328,-0.357400,0.260344,-0.253482,0.058161,-0.109436,-0.313908,0.450497,1.424755,1.295698,-0.017788,-0.012879,-0.017035,0.003444,-0.018893,0.122428
0.206198,-0.053681,-0.050497,0.078525,-0.097334,0.008485,0.171871,-0.150224,0.138278,0.254117,0.403015,-0.198011,0.050576,-0.526831,-0.355829,0.278731,-0.256976,0.056049,-0.109786,-0.307653,0.437602,1.434055,1.305587,-0.020940,-0.010332,-0.016196,0.003650,-0.005771,0.127368
0.210739,-0.060248,-0.056291,0.074323,-0.102326,0.005310,0.184413,-0.143937,0.142628,0.250067,0.405204,-0.218873,0.075683,-0.528006,-0.354138,0.297578,-0.261161,0.054168,-0.111109,-0.300043,0.425319,1.444437,1.312479,-0.024352,-0.008216,-0.014628,0.004399,0.005980,0.133494
0.214181,-0.067074,-0.063681,0.070832,-0.105845,0.002741,0.197411,-0.139032,0.147937,0.247118,0.403918,-0.237808,0.095150,-0.526992,-0.351065,0.315836,-0.266250,0.052313,-0.112156,-0.295215,0.415834,1.452181,1.312388,-0.028875,-0.003683,-0.013099,0.004523,0.021263,0.133851
0.217551,-0.073568,-0.070887,0.067391,-0.108873,0.000294,0.209610,-0.134404,0.153081,0.243377,0.402474,-0.255824,0.112663,-0.525615,-0.348297,0.333171,-0.271033,0.050575,-0.113313,-0.290350,0.406425,1.459696,1.311819,-0.032247,0.000437,-0.011370,0.004864,0.034672,0.134374
0.220776,-0.079402,-0.077726,0.064047,-0.110922,-0.001908,0.220210,-0.130328,0.157891,0.238053,0.400714,-0.272004,0.126268,-0.523508,-0.346139,0.348662,-0.275202,0.049069,-0.114688,-0.285413,0.397167,1.466754,1.310292,-0.033318,0.003731,-0.009243,0.005640,0.044331,0.135228
0.223571,-0.084117,-0.084036,0.060939,-0.112839,-0.003675,0.229102,-0.129073,0.162617,0.231484,0.398166,-0.285633,0.136329,-0.520774,-0.343329,0.360773,-0.277642,0.048010,-0.115374,-0.281504,0.388618,1.472545,1.309386,-0.034431,0.006398,-0.007403,0.006812,0.049201,0.135471
0.226151,-0.088274,-0.090081,0.057949,-0.114690,-0.005226,0.237139,-0.129229,0.167300,0.224293,0.395224,-0.297986,0.144618,-0.517725,-0.340191,0.371194,-0.279217,0.047173,-0.115717,-0.278110,0.380423,1.477703,1.308791,-0.035564,0.008752,-0.005707,0.008182,0.051676,0.135409
0.228738,-0.092011,-0.095325,0.055168,-0.115565,-0.006380,0.245295,-0.129621,0.171378,0.216383,0.394053,-0.304868,0.146842,-0.514095,-0.339481,0.376351,-0.278284,0.047088,-0.115959,-0.277880,0.373476,1.479525,1.308949,-0.034494,0.010685,-0.005666,0.008939,0.048921,0.132902
0.230747,-0.095455,-0.100250,0.052767,-0.115755,-0.007342,0.252732,-0.130752,0.174626,0.208327,0.393527,-0.309800,0.147150,-0.509820,-0.339245,0.379388,-0.276676,0.046785,-0.116142,-0.278500,0.366940,1.479975,1.309593,-0.033094,0.012800,-0.006180,0.009375,0.045637,0.129673
0.231600,-0.098315,-0.104538,0.051126,-0.114575,-0.007919,0.258732,-0.133361,0.176211,0.199976,0.394289,-0.310831,0.143628,-0.504255,-0.339958,0.378187,-0.273718,0.046045,-0.116205,-0.280820,0.361227,1.477679,1.311208,-0.031036,0.015278,-0.007803,0.009167,0.041295,0.124999
0.232837,-0.100554,-0.108103,0.049750,-0.112880,-0.008152,0.264066,-0.136269,0.176704,0.190792,0.396161,-0.308485,0.137618,-0.498239,-0.342373,0.372586,-0.269478,0.046005,-0.116057,-0.284911,0.356756,1.473675,1.313123,-0.028587,0.018909,-0.009655,0.008884,0.036699,0.120067
0.234267,-0.102481,-0.111305,0.048505,-0.110929,-0.008213,0.269067,-0.139327,0.176652,0.181190,0.398587,-0.304450,0.130364,-0.491997,-0.345640,0.364786,-0.264595,0.046314,-0.115802,-0.289886,0.352906,1.468815,1.315189,-0.025943,0.023116,-0.011623,0.008562,0.031976,0.115005
0.235949,-0.103735,-0.113988,0.048268,-0.106790,-0.007981,0.275015,-0.137089,0.174456,0.172558,0.402971,-0.296758,0.119309,-0.485851,-0.348769,0.350097,-0.258094,0.047438,-0.114564,-0.298504,0.351286,1.460194,1.317390,-0.023151,0.028608,-0.015042,0.007837,0.025669,0.109731
0.237359,-0.104552,-0.116643,0.048150,-0.101583,-0.007174,0.279608,-0.134000,0.171652,0.163680,0.407520,-0.288098,0.107264,-0.479458,-0.351951,0.334394,-0.251771,0.048208,-0.113515,-0.309376,0.351146,1.450473,1.318093,-0.018369,0.034033,-0.018452,0.006369,0.017590,0.103948
0.238228,-0.104494,-0.119240,0.048272,-0.094240,-0.005218,0.281488,-0.129206,0.167632,0.154309,0.412399,-0.277502,0.093241,-0.472571,-0.355242,0.316667,-0.245801,0.048273,-0.112843,-0.324756,0.353968,1.438554,1.315802,-0.009607,0.039325,-0.021842,0.003414,0.005968,0.097149
0.239265,-0.101471,-0.121789,0.049801,-0.087338,-0.002738,0.284766,-0.126601,0.163363,0.147367,0.416083,-0.266865,0.079730,-0.467445,-0.358122,0.297335,-0.240018,0.048257,-0.112420,-0.343770,0.359518,1.424960,1.310894,-0.000264,0.047005,-0.024795,0.000449,-0.005853,0.091592
0.240385,-0.096966,-0.124314,0.052034,-0.080657,0.000004,0.288742,-0.125092,0.158970,0.141639,0.419168,-0.256207,0.066474,-0.463200,-0.360798,0.277201,-0.234327,0.048200,-0.112122,-0.364601,0.366432,1.410529,1.304677,0.009371,0.055879,-0.027527,-0.002519,-0.017774,0.086654
0.242131,-0.090212,-0.126690,0.054573,-0.072548,0.002716,0.291139,-0.120640,0.153929,0.137338,0.419312,-0.247564,0.053848,-0.457709,-0.364220,0.256373,-0.229901,0.048505,-0.112025,-0.389290,0.375772,1.394903,1.300177,0.021677,0.058809,-0.029041,-0.002129,-0.031341,0.086596
0.244070,-0.082692,-0.128811,0.056575,-0.064692,0.005270,0.292595,-0.115756,0.148801,0.133029,0.419051,-0.239312,0.040981,-0.452139,-0.366851,0.236150,-0.227049,0.049026,-0.112588,-0.415902,0.386069,1.378497,1.294999,0.035934,0.059932,-0.030988,-0.002167,-0.044032,0.086273
0.246397,-0.073639,-0.130424,0.057503,-0.057344,0.007507,0.292168,-0.110005,0.143500,0.128706,0.417980,-0.231845,0.027634,-0.446410,-0.367897,0.217134,-0.227344,0.049980,-0.114470,-0.446357,0.398280,1.360531,1.288467,0.054093,0.057444,-0.033802,-0.003060,-0.054969,0.085419
0.247757,-0.062884,-0.133407,0.059649,-0.049430,0.010011,0.292421,-0.103702,0.138804,0.126350,0.414112,-0.225754,0.015297,-0.440200,-0.369310,0.199746,-0.229343,0.049889,-0.117511,-0.480227,0.410770,1.341485,1.279355,0.073021,0.055981,-0.036532,-0.004969,-0.067389,0.084554
0.248634,-0.051278,-0.137075,0.062404,-0.041235,0.012650,0.293014,-0.097123,0.134411,0.124979,0.408846,-0.220351,0.003467,-0.433748,-0.370908,0.183173,-0.232195,0.049277,-0.121132,-0.515804,0.423398,1.321900,1.268953,0.092334,0.055031,-0.039221,-0.007386,-0.080551,0.083683
0.246984,-0.040602,-0.139758,0.064892,-0.035090,0.015412,0.295277,-0.093356,0.129546,0.125836,0.403523,-0.218696,-0.006536,-0.427675,-0.371258,0.169841,-0.237122,0.047466,-0.124396,-0.553723,0.439019,1.302728,1.259318,0.113782,0.053557,-0.041771,-0.010315,-0.095196,0.087405
0.245041,-0.029781,-0.141761,0.066936,-0.028658,0.017608,0.297877,-0.086995,0.124340,0.126795,0.397806,-0.216878,-0.015403,-0.421257,-0.370638,0.157524,-0.242782,0.045687,-0.126983,-0.588679,0.453624,1.284415,1.247442,0.131643,0.053904,-0.044971,-0.014052,-0.107577,0.091494
0.242513,-0.018666,-0.142406,0.068094,-0.021650,0.018668,0.301150,-0.075449,0.118448,0.127960,0.391303,-0.214736,-0.021998,-0.414154,-0.368077,0.147238,-0.249905,0.043967,-0.128216,-0.617711,0.466197,1.267818,1.231085,0.142330,0.057895,-0.049471,-0.019404,-0.115430,0.096318
0.238745,-0.008143,-0.140798,0.069510,-0.016533,0.020153,0.301261,-0.069953,0.113028,0.130951,0.383070,-0.212258,-0.026743,-0.409036,-0.364704,0.139841,-0.257628,0.042688,-0.128837,-0.641864,0.477687,1.250345,1.213740,0.150356,0.060369,-0.054663,-0.025063,-0.124778,0.102501
0.234358,0.002084,-0.138063,0.071053,-0.012360,0.021850,0.299791,-0.067481,0.107843,0.134855,0.373971,-0.209612,-0.030564,-0.404910,-0.360924,0.133888,-0.265651,0.041629,-0.129151,-0.663579,0.488637,1.232434,1.195902,0.157052,0.062085,-0.060200,-0.030874,-0.134875,0.109364
0.230452,0.011453,-0.136921,0.074230,-0.008294,0.023529,0.300925,-0.066868,0.105303,0.145109,0.364013,-0.206160,-0.032509,-0.403608,-0.358087,0.131276,-0.273924,0.042580,-0.130028,-0.679054,0.493477,1.213200,1.178632,0.154370,0.064131,-0.066123,-0.034437,-0.140752,0.113662
0.225709,0.020773,-0.134796,0.078338,-0.003274,0.025543,0.302295,-0.064133,0.103152,0.157302,0.354198,-0.202391,-0.034162,-0.403083,-0.355331,0.130028,-0.282136,0.043388,-0.131671,-0.691383,0.498110,1.196861,1.160962,0.150426,0.066033,-0.070510,-0.037970,-0.144166,0.116730
0.219290,0.029997,-0.130708,0.084310,0.003653,0.028224,0.304137,-0.057154,0.101783,0.173372,0.344669,-0.197988,-0.035227,-0.404114,-0.352740,0.131506,-0.290229,0.043911,-0.134844,-0.697419,0.502333,1.186308,1.142492,0.143957,0.067647,-0.071824,-0.041441,-0.142655,0.117336
0.212149,0.037603,-0.127218,0.090801,0.009762,0.030652,0.307251,-0.050488,0.101477,0.190959,0.336378,-0.193614,-0.037162,-0.407149,-0.350553,0.134564,-0.298687,0.045870,-0.137431,-0.701408,0.506845,1.177853,1.122748,0.140090,0.068745,-0.072199,-0.043870,-0.138426,0.116633
0.204646,0.044400,-0.124028,0.097551,0.015462,0.032952,0.311001,-0.043980,0.101705,0.209303,0.328707,-0.189254,-0.039531,-0.411187,-0.348568,0.138411,-0.307327,0.048546,-0.139726,-0.704373,0.511502,1.170445,1.102367,0.137524,0.069586,-0.072103,-0.045778,-0.132837,0.115276
0.195091,0.050165,-0.120594,0.102237,0.019859,0.035061,0.308901,-0.037821,0.103522,0.232574,0.324362,-0.185235,-0.040912,-0.417220,-0.349499,0.143847,-0.315383,0.049879,-0.144135,-0.700784,0.515500,1.169150,1.081592,0.133495,0.073565,-0.069428,-0.047026,-0.125220,0.112143
0.184329,0.055354,-0.116988,0.106924,0.023894,0.037055,0.306412,-0.031629,0.105991,0.258509,0.321611,-0.181150,-0.042238,-0.423820,-0.350957,0.149408,-0.323193,0.051172,-0.148902,-0.694836,0.518844,1.168786,1.060395,0.127285,0.077794,-0.066359,-0.048253,-0.118944,0.109281
0.171155,0.059393,-0.113037,0.111613,0.027205,0.038818,0.303147,-0.025370,0.109767,0.289772,0.322047,-0.176937,-0.043454,-0.431555,-0.353469,0.155219,-0.330513,0.052386,-0.154386,-0.684171,0.520877,1.170281,1.038356,0.116714,0.082525,-0.062501,-0.049440,-0.115351,0.106964
0.155485,0.062710,-0.109277,0.115100,0.028473,0.040258,0.298249,-0.020768,0.114322,0.324728,0.322824,-0.172402,-0.045420,-0.440541,-0.355628,0.161148,-0.337584,0.052941,-0.157348,-0.670960,0.521964,1.173229,1.016443,0.102343,0.090929,-0.058231,-0.050317,-0.110823,0.101135
0.138569,0.065665,-0.105613,0.117985,0.028719,0.041537,0.292534,-0.016993,0.119267,0.361531,0.323770,-0.167707,-0.047762,-0.450152,-0.357611,0.167138,-0.344531,0.053168,-0.159048,-0.656477,0.522578,1.176904,0.994592,0.086074,0.101168,-0.053753,-0.051039,-0.105826,0.093551
0.118993,0.067650,-0.102353,0.123520,0.028727,0.042821,0.289160,-0.013825,0.125657,0.404826,0.326465,-0.162607,-0.050414,-0.461318,-0.362612,0.172966,-0.349777,0.056218,-0.163413,-0.639088,0.521702,1.179283,0.970918,0.064054,0.115180,-0.047995,-0.050046,-0.098652,0.085402
0.098352,0.069008,-0.099162,0.129397,0.028668,0.043942,0.286054,-0.010887,0.132131,0.449635,0.329748,-0.157405,-0.053009,-0.472847,-0.368105,0.178300,-0.354808,0.059354,-0.168044,-0.621289,0.520508,1.179341,0.945212,0.040043,0.130910,-0.042431,-0.048890,-0.092407,0.077576
0.075583,0.069113,-0.096111,0.135959,0.028474,0.044739,0.283483,-0.008409,0.138773,0.497473,0.334207,-0.151999,-0.055487,-0.485099,-0.374583,0.182645,-0.359406,0.062663,-0.173204,-0.602672,0.518681,1.174757,0.915442,0.012052,0.150076,-0.037255,-0.047410,-0.088016,0.070398
0.051623,0.069058,-0.093830,0.143953,0.027069,0.044867,0.284227,-0.006766,0.144414,0.544787,0.339077,-0.147028,-0.057598,-0.498092,-0.384280,0.185792,-0.363030,0.065469,-0.179413,-0.584692,0.515761,1.166704,0.884469,-0.018120,0.170250,-0.033033,-0.045644,-0.085096,0.062591
0.027068,0.068925,-0.091932,0.152663,0.025060,0.044661,0.286630,-0.005541,0.149556,0.591838,0.344151,-0.142273,-0.059526,-0.511456,-0.395586,0.188340,-0.366167,0.068023,-0.186146,-0.567030,0.512294,1.156916,0.852895,-0.049383,0.190929,-0.029288,-0.043735,-0.082909,0.054470
0.005449,0.070314,-0.091648,0.166641,0.022546,0.043879,0.295962,-0.004535,0.153456,0.635708,0.348925,-0.137391,-0.059901,-0.525344,-0.409003,0.188577,-0.367337,0.070287,-0.192648,-0.548805,0.506404,1.144529,0.824930,-0.083123,0.205094,-0.028631,-0.042822,-0.079572,0.046037
-0.017220,0.072405,-0.091174,0.183476,0.020347,0.043213,0.304325,-0.003570,0.157245,0.680742,0.354133,-0.131514,-0.059853,-0.536840,-0.423539,0.188228,-0.367347,0.073481,-0.199798,-0.529330,0.499621,1.130344,0.795478,-0.119756,0.220179,-0.029505,-0.044321,-0.072874,0.037192
-0.041993,0.075902,-0.090321,0.206029,0.018777,0.042778,0.310752,-0.002685,0.160811,0.728105,0.360208,-0.123645,-0.058960,-0.543554,-0.440314,0.186706,-0.365034,0.078539,-0.208244,-0.507356,0.491053,1.112561,0.763052,-0.162176,0.237106,-0.033439,-0.050641,-0.059457,0.027524
-0.055709,0.077927,-0.088095,0.218511,0.015521,0.042933,0.304225,-0.006004,0.164127,0.745388,0.367839,-0.117067,-0.058834,-0.548609,-0.450122,0.186193,-0.362961,0.080519,-0.207231,-0.490792,0.488233,1.098708,0.744751,-0.191498,0.245203,-0.035358,-0.050426,-0.051279,0.022809
-0.063898,0.079217,-0.085181,0.225958,0.011423,0.043384,0.291221,-0.011425,0.167319,0.747633,0.376247,-0.111133,-0.059093,-0.552834,-0.456446,0.186185,-0.361007,0.080961,-0.201490,-0.476933,0.488287,1.086821,0.733513,-0.214271,0.248885,-0.036270,-0.046943,-0.045721,0.020569
-0.065420,0.081366,-0.083324,0.236979,0.006065,0.043861,0.284116,-0.017450,0.168166,0.737050,0.381061,-0.106340,-0.059241,-0.554607,-0.460622,0.184604,-0.357211,0.084446,-0.195675,-0.466322,0.488627,1.080177,0.731996,-0.224163,0.250794,-0.037200,-0.042519,-0.043630,0.024656
-0.065080,0.083529,-0.081153,0.247330,0.000179,0.044257,0.275633,-0.024020,0.168693,0.720448,0.385990,-0.101936,-0.059542,-0.554203,-0.463764,0.183001,-0.353699,0.088904,-0.189264,-0.456593,0.489813,1.073924,0.732097,-0.232186,0.250979,-0.037981,-0.037635,-0.040895,0.030185
-0.061015,0.085719,-0.078351,0.256339,-0.006760,0.044493,0.264399,-0.031681,0.168580,0.691808,0.391147,-0.098311,-0.060149,-0.549446,-0.464840,0.181355,-0.350753,0.095307,-0.181658,-0.448631,0.492692,1.068453,0.735432,-0.236470,0.247716,-0.038462,-0.031833,-0.036874,0.038597
-0.054238,0.088150,-0.075791,0.268573,-0.012990,0.045295,0.258427,-0.039016,0.168246,0.662214,0.394781,-0.094991,-0.060786,-0.542906,-0.465980,0.179522,-0.347144,0.102990,-0.174798,-0.440973,0.495482,1.063540,0.741405,-0.242068,0.243511,-0.039588,-0.026088,-0.033278,0.046713
-0.046106,0.090702,-0.073351,0.282421,-0.018865,0.046381,0.255087,-0.046188,0.167801,0.632142,0.397653,-0.091824,-0.061439,-0.535473,-0.467152,0.177596,-0.343205,0.111313,-0.168309,-0.433467,0.498226,1.058906,0.748696,-0.248321,0.238834,-0.041036,-0.020373,-0.029896,0.054682
-0.030233,0.097242,-0.071686,0.291651,-0.024432,0.047576,0.255350,-0.050227,0.169183,0.586225,0.391018,-0.090535,-0.066528,-0.513910,-0.464243,0.175723,-0.337002,0.114982,-0.160732,-0.424999,0.499973,1.056338,0.762559,-0.257169,0.237815,-0.043724,-0.015031,-0.026131,0.062432
-0.015369,0.102108,-0.070197,0.299886,-0.030805,0.048863,0.255580,-0.054473,0.169169,0.545245,0.387525,-0.087193,-0.068533,-0.495100,-0.463629,0.173326,-0.330812,0.117781,-0.153907,-0.416321,0.500096,1.052616,0.775006,-0.269379,0.240421,-0.046766,-0.009982,-0.023215,0.070398
-0.002524,0.103624,-0.069057,0.306131,-0.038788,0.050334,0.255744,-0.059132,0.166366,0.514140,0.390313,-0.079744,-0.064370,-0.481795,-0.467605,0.169879,-0.324652,0.118842,-0.148585,-0.407223,0.496972,1.046583,0.784621,-0.288314,0.250276,-0.050513,-0.005519,-0.022000,0.078792
0.010707,0.105160,-0.067967,0.304106,-0.047109,0.051938,0.253305,-0.057230,0.163616,0.483142,0.391030,-0.071974,-0.060494,-0.471989,-0.470328,0.167131,-0.320606,0.118106,-0.143141,-0.399571,0.493343,1.036495,0.789025,-0.306753,0.256859,-0.054006,-0.003398,-0.020155,0.081101
0.024130,0.106707,-0.066902,0.297946,-0.055598,0.053608,0.249564,-0.052047,0.160893,0.452196,0.390712,-0.064043,-0.056763,-0.463933,-0.472425,0.164732,-0.317617,0.116471,-0.137636,-0.392642,0.489463,1.024380,0.790822,-0.324946,0.261807,-0.057372,-0.002448,-0.017996,0.080369
0.036500,0.104832,-0.067367,0.284688,-0.068959,0.055987,0.248147,-0.049867,0.157302,0.423377,0.391885,-0.056325,-0.052238,-0.462193,-0.471970,0.164289,-0.315999,0.112803,-0.133030,-0.388490,0.482132,1.007667,0.793646,-0.341625,0.276995,-0.058925,-0.001345,-0.026201,0.082029
0.047862,0.102341,-0.067738,0.271224,-0.082369,0.058363,0.248675,-0.047069,0.153877,0.397604,0.393927,-0.048413,-0.047430,-0.461517,-0.471213,0.164255,-0.315231,0.108988,-0.129483,-0.383518,0.473313,0.988518,0.792505,-0.361538,0.293362,-0.060566,-0.001646,-0.033783,0.081281
0.057208,0.098617,-0.067917,0.257347,-0.095876,0.060735,0.253093,-0.043035,0.150784,0.377926,0.397705,-0.040112,-0.042059,-0.462973,-0.469848,0.165040,-0.316160,0.104875,-0.128051,-0.376905,0.461515,0.964497,0.783433,-0.387918,0.312084,-0.062381,-0.004757,-0.040122,0.075714
0.064310,0.092548,-0.067360,0.240318,-0.110675,0.062636,0.255838,-0.038978,0.148549,0.359395,0.403204,-0.031736,-0.034905,-0.463075,-0.467042,0.165299,-0.316311,0.101246,-0.127408,-0.368494,0.447941,0.934918,0.766510,-0.424022,0.337757,-0.067492,-0.010129,-0.037448,0.063901
0.070292,0.085307,-0.066435,0.221713,-0.126120,0.064302,0.257745,-0.034909,0.146743,0.341438,0.409565,-0.023322,-0.026861,-0.462499,-0.463516,0.165294,-0.316074,0.097860,-0.127160,-0.359184,0.433478,0.902560,0.745661,-0.464989,0.366905,-0.074252,-0.016634,-0.030266,0.048965
0.075143,0.076545,-0.064805,0.207233,-0.143109,0.066159,0.263515,-0.039311,0.146723,0.326586,0.421866,-0.017788,-0.019482,-0.463937,-0.461053,0.171223,-0.317407,0.095711,-0.127601,-0.354561,0.420562,0.868588,0.724174,-0.489457,0.390887,-0.079017,-0.021556,-0.025140,0.035985
0.079410,0.066743,-0.062512,0.193075,-0.160269,0.067548,0.267892,-0.045477,0.146718,0.312128,0.435403,-0.012057,-0.012702,-0.464263,-0.459413,0.177587,-0.318738,0.094084,-0.129028,-0.348510,0.406531,0.830853,0.696729,-0.516074,0.416955,-0.083994,-0.028369,-0.019649,0.022341
0.082506,0.054862,-0.058891,0.179563,-0.177772,0.068000,0.269484,-0.055170,0.146741,0.298459,0.451414,-0.005934,-0.007118,-0.462362,-0.459418,0.184821,-0.320065,0.093501,-0.132425,-0.339603,0.390270,0.785594,0.657368,-0.546991,0.447195,-0.089397,-0.038964,-0.013432,0.007370
0.085430,0.044716,-0.053408,0.167900,-0.193080,0.067523,0.269778,-0.069950,0.146842,0.284663,0.465286,-0.000485,-0.002979,-0.458731,-0.460685,0.193326,-0.322053,0.093814,-0.135058,-0.330093,0.375655,0.738868,0.615881,-0.576336,0.473253,-0.095230,-0.048701,-0.004887,-0.005232
