joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,joint_9_vel,joint_10_vel,joint_11_vel,joint_12_vel,joint_13_vel,joint_14_vel,joint_15_vel,joint_16_vel,joint_17_vel,joint_18_vel,joint_19_vel,joint_20_vel,joint_21_vel,joint_22_vel,joint_23_vel,joint_24_vel,joint_25_vel,joint_26_vel,joint_27_vel,joint_28_vel
-0.059592,0.157016,-0.065198,-0.155818,0.056572,0.244874,0.018684,0.086853,0.162741,0.043483,-0.165309,0.027903,1.286459,-0.376973,-0.276846,-0.566941,0.411215,0.188322,-0.170966,0.846724,-0.237202,0.195011,-2.223716,-0.220062,0.452297,0.135087,-0.210587,0.055999,0.629894
0.158511,0.238392,-0.272197,-0.196761,-0.026341,0.071766,0.502711,0.145548,0.368970,-0.318274,-0.304109,-0.302669,2.454658,-0.421274,-0.159724,-0.807424,0.469919,0.056747,-0.167949,1.143649,-0.822689,0.263236,-3.713940,-0.633367,1.175264,0.060037,-0.506413,0.078972,0.643204
0.127871,0.175677,-0.239887,-0.207683,-0.065416,0.038751,0.521820,0.147555,0.288882,-0.321907,-0.229731,-0.330750,2.643802,-0.510478,-0.071169,-0.788045,0.482011,0.046163,-0.196671,1.136085,-0.848001,0.241405,-3.697317,-0.621938,1.269144,0.038502,-0.550157,-0.028052,0.801452
0.066591,0.050248,-0.175268,-0.229526,-0.143567,-0.027278,0.560040,0.151569,0.128704,-0.329173,-0.080975,-0.386910,3.022091,-0.688886,0.105942,-0.749288,0.506195,0.024996,-0.254116,1.120958,-0.898624,0.197743,-3.664069,-0.599081,1.456904,-0.004568,-0.637644,-0.242100,1.117948
-0.042788,-0.101756,-0.167985,-0.239206,-0.065732,-0.067046,0.536186,0.410188,0.037672,-0.227154,-0.018122,-0.395090,3.338367,-0.759056,0.064533,-0.772589,0.858192,0.113567,-0.272576,0.950654,-0.932072,0.206701,-3.424679,-0.598991,1.800736,0.022007,-0.574005,-0.300579,1.427799
-0.097477,-0.177757,-0.164344,-0.244046,-0.026814,-0.086930,0.524259,0.539497,-0.007843,-0.176145,0.013304,-0.399180,3.496504,-0.794140,0.043829,-0.784239,1.034190,0.157853,-0.281807,0.865502,-0.948796,0.211179,-3.304984,-0.598947,1.972653,0.035294,-0.542186,-0.329818,1.582725
-0.157687,-0.053438,0.014598,-0.277911,-0.081380,-0.082039,0.236503,0.199653,-0.084382,-0.002154,0.016263,-0.491894,3.515668,-0.845381,0.090783,-0.545577,1.505261,0.043367,-0.271465,0.486201,-0.703631,0.187601,-2.096005,-0.402376,1.065744,-0.059198,-0.201118,-0.306744,1.419370
-0.187761,-0.061009,0.075298,-0.274513,-0.061285,-0.111398,0.300276,0.270287,-0.113802,-0.001335,0.040225,-0.579308,3.617864,-0.878775,0.114965,-0.552262,1.616756,0.028783,-0.289892,0.422910,-0.455178,0.237120,-1.907555,-0.249166,0.862427,-0.019722,-0.010680,-0.290667,1.961877
-0.247911,-0.076149,0.196699,-0.267717,-0.021095,-0.170116,0.427822,0.411556,-0.172641,0.000304,0.088149,-0.754137,3.822255,-0.945561,0.163330,-0.565633,1.839747,-0.000386,-0.326746,0.296327,0.041728,0.336159,-1.530656,0.057254,0.455791,0.059232,0.370196,-0.258511,3.046891
-0.130956,0.028372,0.158174,-0.273782,0.008915,-0.101154,0.366467,0.577856,-0.186415,-0.176164,-0.083291,-0.665764,3.504217,-0.812519,0.237432,-0.475216,1.977150,-0.083284,-0.169772,-0.051797,0.157933,0.210682,0.021543,0.133302,-0.980802,-0.047109,0.698051,-0.212454,2.558093
-0.072478,0.080632,0.138912,-0.276815,0.023920,-0.066673,0.335790,0.661005,-0.193301,-0.264398,-0.169010,-0.621577,3.345197,-0.745998,0.274483,-0.430008,2.045851,-0.124733,-0.091285,-0.225859,0.216036,0.147943,0.797642,0.171326,-1.699098,-0.100280,0.861978,-0.189426,2.313694
-0.097598,0.121000,0.084541,-0.148581,0.092258,0.112006,0.399497,0.386613,-0.311965,-0.280319,-0.202595,-0.858396,3.089953,-0.487885,0.383657,-0.337908,2.049825,-0.253607,-0.001074,-0.379517,0.475221,0.312349,2.305228,-0.140074,-2.440565,-0.102551,0.583233,-0.102129,1.755914
-0.147800,0.080651,0.038011,-0.130217,0.100399,0.142986,0.430655,0.437194,-0.333533,-0.285921,-0.160625,-0.947095,3.036085,-0.481281,0.390686,-0.369020,2.183288,-0.290186,0.071817,-0.495784,0.553026,0.285270,2.643807,-0.022919,-2.198068,-0.230843,0.388540,-0.085547,1.632567
-0.248204,-0.000047,-0.055048,-0.093491,0.116682,0.204947,0.492971,0.538358,-0.376670,-0.297123,-0.076684,-1.124494,2.928349,-0.468072,0.404744,-0.431244,2.450214,-0.363343,0.217598,-0.728318,0.708636,0.231113,3.320965,0.211391,-1.713073,-0.487427,-0.000847,-0.052383,1.385873
-0.218905,-0.072472,-0.208116,-0.078320,0.113508,0.167756,0.412842,0.563547,-0.424477,-0.230034,-0.042565,-1.026157,2.548664,-0.454518,0.316268,-0.300081,2.225034,-0.316799,0.325233,-0.732814,0.375888,0.241995,3.954911,0.018266,-1.379025,-0.541819,-0.148685,-0.158415,0.661317
-0.204256,-0.108684,-0.284650,-0.070734,0.111922,0.149160,0.372777,0.576142,-0.448380,-0.196490,-0.025506,-0.976989,2.358821,-0.447740,0.272031,-0.234499,2.112443,-0.293527,0.379050,-0.735062,0.209514,0.247436,4.271885,-0.078297,-1.212000,-0.569015,-0.222603,-0.211431,0.299039
0.165411,-0.084503,-0.464205,-0.116591,0.014567,0.145012,0.033637,0.211177,-0.342203,-0.365615,0.208022,-1.153668,2.067815,-0.444576,0.178589,-0.104952,1.840472,-0.243688,0.418531,-0.710517,-0.199419,-0.045769,4.563716,0.109209,-1.384789,-0.252879,0.022275,0.129141,0.487047
0.181594,-0.236504,-0.582248,-0.181556,0.065188,0.107137,0.075103,0.555482,-0.359554,-0.549974,0.384424,-1.220293,2.065968,-0.382380,0.224445,-0.005175,1.696123,-0.240205,0.523460,-0.691765,-0.512848,-0.039449,4.725916,0.330844,-1.119955,-0.181798,0.084965,-0.164251,0.595249
0.213960,-0.540505,-0.818332,-0.311487,0.166431,0.031385,0.158037,1.244092,-0.394256,-0.918694,0.737227,-1.353543,2.062275,-0.257986,0.316156,0.194380,1.407427,-0.233238,0.733317,-0.654261,-1.139706,-0.026808,5.050317,0.774114,-0.590288,-0.039635,0.210344,-0.751034,0.811654
0.200820,-0.448798,-0.655467,-0.210252,0.002003,-0.089776,0.261671,0.995937,-0.252691,-0.666323,0.631712,-1.122886,1.856855,-0.232680,0.047193,0.357192,0.774591,-0.205953,0.381294,-0.328903,-0.934346,0.019286,3.188344,0.516102,-0.492983,-0.075162,0.106773,0.005423,0.424122
0.194250,-0.402945,-0.574035,-0.159635,-0.080210,-0.150356,0.313489,0.871860,-0.181909,-0.540137,0.578954,-1.007558,1.754144,-0.220027,-0.087289,0.438598,0.458173,-0.192310,0.205283,-0.166224,-0.831666,0.042332,2.257358,0.387096,-0.444330,-0.092925,0.054987,0.383651,0.230356
0.251083,-0.318345,-0.431615,-0.121208,-0.110370,-0.132965,0.577046,0.608867,-0.007050,-0.392977,0.411252,-1.094137,1.676505,-0.226795,-0.110357,0.718115,0.139793,-0.171264,0.132230,0.151434,-0.811919,0.251459,1.474664,-0.091130,-0.092789,-0.032095,-0.037565,0.405193,0.385984
0.255228,-0.332858,-0.437355,-0.129645,-0.114524,-0.139792,0.627133,0.632401,0.024346,-0.368204,0.355493,-1.093719,1.597627,-0.187213,-0.051425,0.769861,0.057967,-0.157060,0.114723,0.160076,-0.776572,0.286610,1.247808,-0.104655,-0.005044,-0.031707,-0.039703,0.534548,0.300153
0.263519,-0.361885,-0.448836,-0.146519,-0.122833,-0.153446,0.727306,0.679468,0.087137,-0.318659,0.243974,-1.092882,1.439870,-0.108048,0.066440,0.873354,-0.105684,-0.128654,0.079708,0.177361,-0.705878,0.356913,0.794095,-0.131705,0.170446,-0.030931,-0.043979,0.793259,0.128490
0.239194,-0.339552,-0.342732,-0.188904,-0.207368,-0.156982,0.660503,0.436065,0.174054,-0.241189,0.154285,-1.059666,1.316876,-0.075162,0.078532,0.919349,-0.174732,-0.105590,-0.017530,0.312770,-0.644730,0.465021,0.494438,-0.157634,0.127347,0.041970,0.010300,0.656098,0.247019
0.227032,-0.328386,-0.289679,-0.210096,-0.249636,-0.158750,0.627102,0.314363,0.217512,-0.202454,0.109441,-1.043058,1.255379,-0.058719,0.084577,0.942347,-0.209256,-0.094058,-0.066148,0.380474,-0.614156,0.519075,0.344610,-0.170599,0.105797,0.078420,0.037439,0.587518,0.306284
0.172112,-0.341251,-0.369493,-0.174529,-0.175917,-0.128493,0.649905,0.245229,0.265470,-0.147463,-0.064282,-0.946758,0.973326,0.050669,0.153651,0.912888,-0.254448,-0.092755,-0.052365,0.241425,-0.474229,0.387211,-0.004538,-0.226124,0.226654,0.076452,0.006176,0.764165,0.017867
0.168485,-0.324726,-0.360314,-0.172082,-0.151431,-0.122351,0.609938,0.231417,0.257162,-0.187045,-0.072192,-0.900833,0.875636,0.068886,0.138394,0.866775,-0.239121,-0.086923,-0.057820,0.243238,-0.470455,0.375773,-0.028468,-0.168601,0.206004,0.086423,0.017057,0.670429,0.026142
0.161233,-0.291676,-0.341955,-0.167190,-0.102460,-0.110069,0.530004,0.203792,0.240546,-0.266209,-0.088012,-0.808983,0.680255,0.105321,0.107880,0.774550,-0.208467,-0.075258,-0.068731,0.246863,-0.462906,0.352896,-0.076329,-0.053555,0.164703,0.106363,0.038819,0.482958,0.042691
0.139760,-0.235793,-0.315496,-0.155403,-0.095847,-0.088384,0.444592,0.062738,0.236288,-0.328454,-0.127409,-0.681428,0.503055,0.136727,0.140534,0.605550,-0.121997,-0.052981,-0.034341,0.195423,-0.427453,0.289551,-0.045279,-0.055638,0.133350,0.091983,0.058591,0.243501,0.012162
0.129024,-0.207851,-0.302266,-0.149510,-0.092540,-0.077541,0.401886,-0.007789,0.234159,-0.359577,-0.147107,-0.617651,0.414455,0.152430,0.156861,0.521050,-0.078762,-0.041842,-0.017146,0.169703,-0.409726,0.257878,-0.029755,-0.056680,0.117673,0.084792,0.068477,0.123772,-0.003102
0.129345,-0.186829,-0.262158,-0.139050,-0.043760,-0.057695,0.407784,-0.019609,0.203899,-0.395463,-0.058519,-0.344125,0.111200,0.181500,0.035534,0.257844,0.046671,-0.004255,-0.012098,0.011501,-0.347354,0.091109,0.007893,0.053534,0.096675,0.002055,0.037895,-0.137770,-0.125342
0.100443,-0.172217,-0.246252,-0.120044,-0.009498,-0.048077,0.371852,-0.056552,0.162355,-0.402817,-0.026314,-0.246598,0.015423,0.213749,0.011801,0.151866,0.080405,-0.015160,-0.009128,-0.031001,-0.326793,0.022482,0.032176,0.069986,0.105752,-0.025682,0.021795,-0.164210,-0.161454
0.042639,-0.142991,-0.214439,-0.082032,0.059027,-0.028843,0.299988,-0.130438,0.079266,-0.417524,0.038095,-0.051544,-0.176132,0.278249,-0.035664,-0.060091,0.147874,-0.036969,-0.003186,-0.116005,-0.285670,-0.114774,0.080742,0.102889,0.123904,-0.081154,-0.010404,-0.217090,-0.233680
0.061877,-0.111917,-0.178216,-0.068830,0.084730,-0.011649,0.266696,-0.145399,0.024681,-0.459230,0.093583,0.117309,-0.300500,0.300821,-0.120775,-0.280024,0.212033,-0.002011,0.007432,-0.204526,-0.223556,-0.200239,0.095772,0.122446,0.181542,-0.092622,-0.014190,-0.229804,-0.246618
0.071496,-0.096380,-0.160104,-0.062229,0.097581,-0.003052,0.250050,-0.152880,-0.002611,-0.480083,0.121327,0.201735,-0.362684,0.312107,-0.163330,-0.389990,0.244112,0.015468,0.012740,-0.248787,-0.192499,-0.242972,0.103287,0.132224,0.210361,-0.098355,-0.016083,-0.236161,-0.253087
0.084064,-0.062700,-0.134171,-0.011877,0.206927,0.011590,0.297425,0.111869,-0.109802,-0.431587,0.219176,0.384584,-0.552771,0.307290,-0.156430,-0.734490,0.325047,0.056174,0.061901,-0.430887,-0.081000,-0.431070,0.110042,0.139587,0.274591,-0.170963,-0.036221,-0.315331,-0.263727
0.070525,-0.040840,-0.132727,-0.005882,0.260333,0.040330,0.229621,0.154479,-0.140209,-0.443910,0.227448,0.432999,-0.602228,0.319649,-0.159127,-0.785110,0.316193,0.038531,0.052468,-0.543595,-0.006976,-0.486028,0.035172,0.239091,0.271258,-0.170489,-0.073408,-0.403925,-0.289128
0.043447,0.002878,-0.129839,0.006107,0.367145,0.097811,0.094014,0.239699,-0.201022,-0.468556,0.243993,0.529830,-0.701143,0.344366,-0.164521,-0.886351,0.298484,0.003247,0.033603,-0.769012,0.141073,-0.595944,-0.114570,0.438099,0.264591,-0.169542,-0.147783,-0.581113,-0.339929
0.051825,0.151150,-0.127463,0.076466,0.345099,0.124011,0.163887,0.130221,-0.213433,-0.347105,0.184179,0.531861,-0.675572,0.256289,-0.144033,-0.966595,0.289166,-0.000824,0.021138,-0.950699,0.277491,-0.679691,-0.245402,0.467182,0.383992,-0.147604,-0.148217,-0.591068,-0.277890
0.056014,0.225287,-0.126274,0.111645,0.334077,0.137111,0.198824,0.075481,-0.219638,-0.286379,0.154272,0.532876,-0.662787,0.212250,-0.133789,-1.006716,0.284507,-0.002859,0.014905,-1.041543,0.345700,-0.721564,-0.310818,0.481724,0.443693,-0.136635,-0.148435,-0.596045,-0.246870
0.087289,0.337693,-0.118786,0.126941,0.405449,0.135599,0.119848,0.222557,-0.252067,-0.215078,0.007176,0.432161,-0.631308,0.274554,-0.171116,-1.041383,0.221311,0.015241,0.004853,-1.234457,0.467020,-0.781288,-0.225012,0.615318,0.146488,-0.075690,0.019514,-0.678366,-0.002919
0.096975,0.376009,-0.106065,0.100099,0.392778,0.127679,0.072784,0.244223,-0.256399,-0.215443,-0.013064,0.412568,-0.643334,0.278504,-0.131510,-1.011191,0.142627,0.026064,-0.028144,-1.330566,0.514862,-0.820301,-0.258886,0.712858,0.056190,-0.097353,-0.001883,-0.634527,-0.016166
0.116348,0.452641,-0.080622,0.046414,0.367437,0.111840,-0.021344,0.287555,-0.265063,-0.216174,-0.053543,0.373383,-0.667386,0.286406,-0.052299,-0.950807,-0.014741,0.047708,-0.094137,-1.522783,0.610546,-0.898325,-0.326632,0.907937,-0.124406,-0.140681,-0.044678,-0.546849,-0.042662
0.068011,0.537751,-0.149143,0.107295,0.395670,0.125223,0.012654,0.315145,-0.234790,-0.117772,-0.193394,0.304561,-0.616811,0.310524,-0.070684,-0.869371,-0.099975,-0.004529,-0.152057,-1.693498,0.624466,-0.952291,-0.455595,0.946400,-0.073146,-0.136526,-0.095452,-0.621012,-0.043261
0.043842,0.580306,-0.183403,0.137735,0.409786,0.131915,0.029654,0.328941,-0.219653,-0.068571,-0.263319,0.270149,-0.591523,0.322583,-0.079877,-0.828653,-0.142592,-0.030647,-0.181017,-1.778856,0.631426,-0.979275,-0.520077,0.965632,-0.047516,-0.134448,-0.120840,-0.658093,-0.043561
-0.082529,0.533763,-0.134147,0.124389,0.307218,0.138142,0.113157,0.188384,-0.243215,0.042859,-0.266148,0.082747,-0.500137,0.303690,-0.017533,-0.666608,-0.246365,-0.090507,-0.163195,-1.895918,0.781045,-0.958554,-0.481750,1.072413,-0.073716,-0.127491,-0.146431,-0.732265,0.186081
-0.097150,0.541086,-0.100174,0.102228,0.321607,0.109765,0.129988,0.318023,-0.260337,0.047979,-0.285814,0.090874,-0.443344,0.320854,0.031003,-0.615833,-0.282967,-0.088992,-0.129355,-1.747812,0.730242,-0.915658,-0.593795,0.893057,0.017367,-0.160000,-0.186835,-0.619049,0.204459
-0.126392,0.555733,-0.032227,0.057905,0.350385,0.053012,0.163649,0.577299,-0.294581,0.058219,-0.325148,0.107127,-0.329758,0.355183,0.128074,-0.514285,-0.356172,-0.085962,-0.061675,-1.451601,0.628636,-0.829868,-0.817884,0.534346,0.199534,-0.225019,-0.267642,-0.392616,0.241213
-0.188383,0.526141,0.080404,0.070761,0.255886,0.074250,0.005541,0.274816,-0.271010,0.149557,-0.411682,0.123903,-0.237264,0.255914,0.168669,-0.369857,-0.386158,-0.063967,-0.031031,-1.207671,0.574541,-0.873649,-0.867225,0.401307,0.123719,-0.259571,-0.282918,-0.467422,0.309161
-0.219378,0.511346,0.136720,0.077189,0.208636,0.084870,-0.073512,0.123574,-0.259225,0.195225,-0.454949,0.132291,-0.191017,0.206280,0.188967,-0.297643,-0.401151,-0.052969,-0.015709,-1.085706,0.547494,-0.895540,-0.891895,0.334788,0.085811,-0.276846,-0.290556,-0.504824,0.343135
-0.195275,0.468444,0.057121,0.158825,0.203309,0.083953,0.056706,0.030644,-0.127034,0.512684,-0.497907,0.172594,-0.097289,0.065099,0.141877,-0.130604,-0.413635,0.047562,-0.043865,-0.773782,0.241965,-0.961686,-0.863492,-0.134093,0.102288,-0.296154,-0.178169,-0.293846,0.214914
-0.237165,0.466031,0.106225,0.205419,0.250992,0.100664,0.068510,0.136754,-0.107519,0.609632,-0.490748,0.188444,-0.082609,0.026229,0.137773,-0.062429,-0.410630,0.040427,-0.082126,-0.616453,0.231691,-0.816993,-0.883501,-0.197214,0.095090,-0.219347,-0.176626,-0.170723,0.153377
-0.320945,0.461205,0.204433,0.298609,0.346356,0.134085,0.092116,0.348973,-0.068489,0.803529,-0.476430,0.220143,-0.053250,-0.051510,0.129564,0.073921,-0.404621,0.026157,-0.158648,-0.301797,0.211143,-0.527605,-0.923517,-0.323457,0.080694,-0.065732,-0.173540,0.075525,0.030305
-0.357061,0.380302,0.174476,0.324543,0.305456,0.121378,0.155706,0.333270,-0.015254,0.879326,-0.414528,0.218701,-0.096749,-0.151773,0.109345,0.152881,-0.422895,0.097926,-0.129374,-0.199432,0.225601,-0.422789,-0.987198,-0.193343,0.054921,-0.018712,-0.121458,0.211465,-0.035127
-0.375119,0.339850,0.159498,0.337510,0.285005,0.115025,0.187501,0.325419,0.011363,0.917224,-0.383576,0.217980,-0.118498,-0.201904,0.099235,0.192361,-0.432032,0.133811,-0.114736,-0.148249,0.232830,-0.370381,-1.019039,-0.128286,0.042034,0.004798,-0.095417,0.279436,-0.067843
-0.477764,0.288231,0.171699,0.234299,0.219848,0.105449,-0.105025,0.307934,0.090850,1.163544,-0.217255,0.200986,-0.069023,-0.301650,-0.046533,0.271813,-0.402760,0.066629,-0.220447,0.179442,0.199928,-0.064738,-1.038784,-0.201450,0.198942,0.133738,-0.062380,0.380892,-0.156671
-0.538088,0.259467,0.180319,0.234348,0.201742,0.099680,-0.124440,0.309604,0.123487,1.296741,-0.137562,0.204220,-0.066285,-0.330011,-0.072886,0.278049,-0.390513,0.064650,-0.238367,0.297386,0.167167,-0.018240,-1.059837,-0.310495,0.211479,0.153450,-0.061369,0.313799,-0.143074
-0.658736,0.201939,0.197557,0.234445,0.165530,0.088142,-0.163271,0.312945,0.188761,1.563135,0.021824,0.210689,-0.060810,-0.386733,-0.125594,0.290520,-0.366021,0.060691,-0.274206,0.533275,0.101645,0.074755,-1.101944,-0.528585,0.236551,0.192875,-0.059345,0.179613,-0.115882
-0.783456,0.165824,0.187974,0.174322,0.063389,0.072006,-0.244898,0.230143,0.227750,1.747821,0.038823,0.226731,-0.098328,-0.449280,-0.107962,0.296480,-0.353555,0.027793,-0.148066,0.660533,0.054353,0.147423,-1.095668,-0.718510,0.420168,0.213539,-0.043857,0.226435,-0.291434
-0.845815,0.147767,0.183182,0.144260,0.012318,0.063938,-0.285712,0.188742,0.247244,1.840164,0.047323,0.234751,-0.117087,-0.480554,-0.099147,0.299459,-0.347323,0.011344,-0.084997,0.724162,0.030708,0.183756,-1.092530,-0.813473,0.511976,0.223870,-0.036113,0.249846,-0.379210
-0.978820,0.099251,0.163046,0.276758,0.000422,0.064187,-0.168700,0.158387,0.319521,2.164738,0.134760,0.255007,-0.132608,-0.558320,-0.250067,0.291425,-0.262320,0.152497,-0.218274,0.869454,-0.043815,0.118936,-1.183698,-1.101013,0.700592,0.287919,0.049685,0.358664,-0.407466
-1.032031,0.067910,0.159536,0.293869,-0.002958,0.056078,-0.155318,0.146892,0.323706,2.240457,0.164155,0.260097,-0.129709,-0.576422,-0.274667,0.266701,-0.251517,0.156806,-0.231520,0.889927,-0.059667,0.002888,-1.285304,-1.200531,0.786493,0.278204,0.057792,0.312281,-0.391285
-1.138453,0.005228,0.152515,0.328091,-0.009719,0.039861,-0.128553,0.123904,0.332077,2.391895,0.222945,0.270276,-0.123912,-0.612627,-0.323868,0.217252,-0.229910,0.165423,-0.258013,0.930873,-0.091370,-0.229207,-1.488517,-1.399566,0.958295,0.258774,0.074006,0.219517,-0.358922
-1.197995,-0.002712,0.114092,0.399697,-0.070220,0.006399,0.037222,0.082145,0.282092,2.365679,0.243475,0.248587,-0.105571,-0.649663,-0.484838,0.157344,-0.181213,0.140286,-0.310442,0.899010,-0.146011,-0.402642,-1.548640,-1.508602,1.008722,0.211097,0.088295,0.146046,-0.390331
-1.227766,-0.006683,0.094881,0.435500,-0.100470,-0.010332,0.120109,0.061266,0.257100,2.352571,0.253740,0.237743,-0.096401,-0.668181,-0.565324,0.127390,-0.156865,0.127718,-0.336657,0.883078,-0.173331,-0.489360,-1.578702,-1.563121,1.033936,0.187259,0.095440,0.109310,-0.406035
-1.080918,0.069441,0.014209,0.698863,-0.125697,-0.039094,0.466599,0.050295,0.194998,2.193484,0.238692,0.244087,-0.018732,-0.694385,-0.670823,0.011850,-0.058500,0.113179,-0.325097,0.911254,-0.294514,-0.619358,-1.398245,-1.686992,0.708239,0.032840,0.045627,0.166889,-0.421680
-1.133485,0.104571,0.023687,0.841782,-0.109967,-0.033312,0.418184,0.048267,0.189427,2.251699,0.260380,0.293862,0.002400,-0.574818,-0.726805,-0.017461,-0.000461,0.159741,-0.357496,0.973735,-0.339148,-0.709286,-1.472592,-1.831668,0.754277,-0.043676,-0.074919,0.334873,-0.442243
-1.238617,0.174830,0.042643,1.127620,-0.078507,-0.021747,0.321355,0.044213,0.178284,2.368129,0.303755,0.393412,0.044664,-0.335686,-0.838768,-0.076082,0.115617,0.252865,-0.422295,1.098699,-0.428416,-0.889142,-1.621286,-2.121020,0.846354,-0.196709,-0.316010,0.670842,-0.483367
-0.685831,0.101269,0.111330,0.624112,-0.162769,0.007786,-0.326349,-0.165952,0.165814,0.864193,0.381523,0.328939,0.006258,-0.252742,-0.490394,-0.025636,0.103662,0.099017,0.050616,0.828199,-0.140992,-0.692630,-0.915045,-1.466098,0.404834,-0.095953,0.010749,0.408897,-0.235776
-0.409438,0.064489,0.145673,0.372359,-0.204900,0.022553,-0.650201,-0.271034,0.159579,0.112225,0.420408,0.296702,-0.012945,-0.211270,-0.316207,-0.000412,0.097685,0.022094,0.287072,0.692950,0.002721,-0.594374,-0.561925,-1.138637,0.184074,-0.045574,0.174129,0.277924,-0.111980
-0.076113,0.107470,0.092838,0.551074,-0.267922,0.023828,-0.355291,-0.301250,0.042373,-0.529153,0.240740,0.239649,-0.007402,-0.088638,-0.208789,-0.079062,0.189798,0.174261,0.290736,0.530574,0.016985,-0.332201,-0.075824,-0.494586,0.095457,-0.046517,0.221224,0.104568,0.204348
0.017007,0.108140,0.108584,0.517527,-0.294272,0.019818,-0.424109,-0.328514,0.026357,-0.830098,0.246445,0.220189,-0.015052,0.020187,-0.157122,-0.080143,0.175633,0.222894,0.320576,0.486416,0.059311,-0.312643,0.005034,-0.401137,0.009259,-0.039037,0.244189,0.136733,0.276427
0.203249,0.109480,0.140077,0.450433,-0.346974,0.011798,-0.561744,-0.383042,-0.005675,-1.431988,0.257854,0.181269,-0.030350,0.237839,-0.053788,-0.082304,0.147302,0.320160,0.380256,0.398100,0.143964,-0.273528,0.166751,-0.214240,-0.163135,-0.024076,0.290118,0.201061,0.420586
0.338838,0.121573,0.128023,0.611728,-0.311484,0.040107,-0.298587,-0.366747,-0.016700,-1.479712,0.181675,0.165988,-0.031855,0.327025,-0.057002,-0.091640,0.180410,0.384146,0.343047,0.382917,0.139466,-0.245652,0.298634,-0.279871,-0.210266,-0.056298,0.287229,0.179772,0.405819
0.406633,0.127619,0.121996,0.692376,-0.293738,0.054261,-0.167009,-0.358599,-0.022213,-1.503573,0.143585,0.158348,-0.032608,0.371618,-0.058609,-0.096308,0.196964,0.416139,0.324442,0.375326,0.137216,-0.231714,0.364575,-0.312687,-0.233831,-0.072409,0.285784,0.169127,0.398435
0.793635,0.326999,0.083224,0.461511,-0.278387,0.059750,0.013176,-0.201968,0.069079,-2.295878,-0.331721,0.064425,-0.254459,1.078149,0.145461,-0.093638,0.310180,0.183447,0.378817,0.423374,0.087351,-0.128374,0.693153,-0.442398,-0.050949,-0.134406,0.267101,0.188259,0.387545
0.743180,0.243263,0.074477,0.411758,-0.318646,0.064361,0.011515,-0.212288,-0.000675,-2.048994,-0.174680,0.167099,-0.100253,0.940514,0.030709,-0.119870,0.309463,0.139974,0.341245,0.433895,0.006160,-0.186132,0.622351,-0.610501,0.130284,-0.152056,0.252445,0.145761,0.398264
0.642270,0.075793,0.056984,0.312252,-0.399165,0.073583,0.008192,-0.232927,-0.140183,-1.555227,0.139402,0.372447,0.208159,0.665243,-0.198794,-0.172335,0.308028,0.053029,0.266101,0.454936,-0.156222,-0.301648,0.480748,-0.946708,0.492751,-0.187356,0.223134,0.060766,0.419700
0.661537,0.076820,0.054500,-0.101243,-0.416018,0.080179,-0.121966,0.095101,-0.137489,-1.549938,0.035869,0.388519,0.193763,0.490288,-0.136157,-0.137402,0.202294,-0.036812,0.272217,0.382600,-0.181418,-0.504390,0.220168,-0.921984,0.329169,-0.174649,0.106040,0.092230,0.115480
0.671171,0.077333,0.053257,-0.307991,-0.424445,0.083477,-0.187046,0.259115,-0.136142,-1.547294,-0.015898,0.396555,0.186564,0.402811,-0.104839,-0.119935,0.149427,-0.081732,0.275275,0.346432,-0.194017,-0.605761,0.089877,-0.909622,0.247377,-0.168296,0.047492,0.107963,-0.036630
0.618484,-0.093720,-0.023275,-0.662914,-0.668086,0.118960,-0.070846,0.109028,-0.179575,-1.440952,0.058656,0.385904,0.226269,0.087035,0.022719,-0.022163,0.080898,-0.183374,0.230270,0.207582,-0.366527,-0.835631,0.141193,-0.833982,0.759417,-0.077681,0.055178,-0.410223,0.083028
0.568089,-0.124549,-0.018507,-0.673227,-0.670501,0.118829,0.026402,0.139907,-0.171254,-1.288615,0.102072,0.395611,0.240372,0.033762,0.037884,-0.001695,0.038442,-0.190798,0.177378,0.248603,-0.440978,-0.957442,-0.057063,-0.995652,0.818313,-0.082036,-0.015057,-0.379132,-0.037432
0.467298,-0.186207,-0.008972,-0.693853,-0.675332,0.118566,0.220898,0.201664,-0.154612,-0.983942,0.188904,0.415026,0.268577,-0.072785,0.068215,0.039241,-0.046469,-0.205648,0.071594,0.330647,-0.589879,-1.201063,-0.453576,-1.318991,0.936105,-0.090744,-0.155529,-0.316951,-0.278352
0.355144,-0.303438,0.027848,-0.851434,-0.739936,0.095058,0.137226,0.202860,-0.111746,-0.926549,0.274989,0.418804,0.357666,-0.005080,0.140294,0.012934,-0.007573,-0.181423,0.032138,0.420548,-0.678717,-1.478947,-0.846171,-1.805208,1.283645,-0.255566,-0.268646,0.133727,-0.590639
0.299067,-0.362054,0.046258,-0.930224,-0.772238,0.083304,0.095390,0.203459,-0.090314,-0.897852,0.318031,0.420692,0.402211,0.028773,0.176334,-0.000220,0.011875,-0.169311,0.012411,0.465498,-0.723136,-1.617889,-1.042469,-2.048316,1.457415,-0.337977,-0.325205,0.359067,-0.746782
